Pressure,Temperature,Catalyst,Time,FlowRate,StirringSpeed,pH,Humidity,FeedConcentration,ReactorVolume,CoolingRate,Voltage,Current,Impurity,OperatorExperience,Yield
4.02,115.7,4.95,44.3,40.0,749.0,8.06,28.8,1.38,9.78,2.9,117.6,15.58,2.54,9.4,95.0
8.0,129.9,3.98,45.4,29.5,325.0,9.2,67.5,1.92,9.15,1.21,223.5,11.61,3.15,6.3,95.0
7.21,131.6,2.66,54.5,74.4,606.0,7.69,44.8,1.02,1.4,3.18,138.7,17.26,2.01,3.0,78.84
7.15,132.3,4.74,29.9,26.3,476.0,4.63,61.6,1.58,1.94,8.2,184.9,15.11,2.07,7.6,85.88
6.04,106.9,1.36,22.2,65.7,575.0,4.9,59.3,1.46,5.97,1.3,166.0,9.12,0.71,2.3,90.03
5.2,129.7,1.35,37.2,26.1,228.0,6.34,29.0,0.87,1.25,7.88,222.8,8.32,2.5,2.4,42.3
4.61,100.6,3.73,13.1,61.1,575.0,5.7,30.1,0.91,5.01,6.1,105.6,17.0,3.56,4.5,92.56
5.14,126.9,1.71,26.7,26.6,734.0,7.91,59.5,1.11,4.64,6.48,158.1,16.77,0.29,5.2,60.24
5.5,137.4,4.67,54.2,50.5,171.0,7.75,34.3,0.79,6.89,2.22,135.8,3.08,1.58,1.8,53.52
7.03,90.7,4.36,36.6,31.3,329.0,6.78,46.5,0.99,4.96,6.16,136.2,2.33,4.66,2.2,95.0
6.16,112.0,2.23,31.8,72.0,781.0,7.86,69.3,1.36,2.35,1.52,174.4,4.37,2.44,8.1,95.0
4.31,122.4,4.56,23.3,44.1,258.0,9.47,36.4,0.87,2.61,8.16,133.5,6.87,3.98,7.7,77.84
4.07,125.1,1.17,22.5,20.9,142.0,6.95,40.6,0.93,4.44,7.98,173.1,5.59,0.3,8.2,43.52
4.41,98.8,3.19,21.8,57.7,139.0,6.08,38.8,1.84,3.23,7.44,118.9,9.44,3.6,6.7,86.61
5.64,138.6,4.74,51.5,46.7,293.0,6.86,64.8,1.21,8.57,1.22,229.5,14.08,4.63,8.4,51.98
7.73,120.8,4.42,59.3,71.6,446.0,4.87,39.3,1.56,10.0,2.4,215.1,4.6,3.55,6.1,95.0
6.55,98.2,2.42,36.7,46.0,288.0,4.58,43.0,0.9,8.1,2.89,112.3,5.3,0.59,6.7,95.0
7.21,91.0,1.73,14.0,44.7,297.0,6.46,53.3,1.39,3.97,5.61,213.7,19.04,3.77,1.1,84.54
5.87,129.2,1.84,47.6,47.2,682.0,9.54,50.7,1.53,5.18,8.33,207.7,12.69,1.98,8.6,68.28
5.45,94.0,3.06,53.9,71.6,637.0,9.18,36.5,0.96,5.07,2.55,109.7,7.15,2.72,5.2,95.0
4.43,97.1,3.39,56.6,55.2,318.0,8.07,56.6,1.16,9.28,5.61,169.2,4.72,3.82,9.4,95.0
7.5,118.7,1.13,41.4,60.2,341.0,8.31,41.3,1.76,6.41,8.59,121.4,19.23,0.35,8.5,95.0
7.13,120.2,2.65,35.3,63.2,779.0,9.16,47.5,1.56,7.44,4.36,107.8,19.62,3.9,9.7,95.0
4.67,124.3,4.32,41.0,76.3,765.0,9.49,42.6,1.84,3.83,5.11,194.1,11.05,1.96,7.3,90.83
6.05,109.7,2.78,10.6,70.3,781.0,7.96,67.1,0.78,1.41,5.53,164.5,7.45,4.33,8.8,95.0
5.95,128.7,1.68,42.8,75.6,757.0,6.32,52.4,1.51,2.99,7.22,180.3,1.62,0.06,4.8,69.78
6.5,138.7,4.82,45.5,40.6,540.0,4.88,79.3,0.52,2.33,3.92,120.1,19.98,2.34,9.3,61.24
7.78,103.6,2.07,46.1,32.9,316.0,4.04,49.6,0.86,5.08,4.88,159.2,18.37,4.25,1.7,95.0
6.32,125.2,4.19,38.2,32.2,779.0,7.89,73.4,0.59,6.02,7.73,117.9,14.3,3.66,9.9,95.0
6.16,136.4,1.78,45.0,71.5,620.0,6.39,54.4,1.64,2.64,4.8,170.5,7.26,4.73,1.6,40.0
4.2,124.3,2.69,41.9,69.8,598.0,4.48,73.6,1.26,4.63,6.98,156.8,13.74,4.72,9.3,70.63
4.25,124.1,2.96,15.8,59.0,658.0,5.67,59.8,1.26,5.68,3.48,237.7,10.91,4.3,6.1,62.08
4.75,101.2,3.0,54.9,23.8,519.0,6.81,27.2,1.11,3.55,9.21,102.7,7.25,1.59,6.9,95.0
4.13,116.8,3.07,41.1,39.1,508.0,8.7,25.6,0.59,4.74,8.23,141.5,16.8,1.06,4.7,82.57
6.97,118.1,1.9,46.4,64.1,353.0,5.89,65.9,1.64,1.13,9.24,185.6,15.03,1.0,5.3,95.0
6.89,125.0,3.06,27.1,34.9,206.0,7.94,61.0,1.58,4.6,2.11,187.1,19.63,1.77,7.4,86.32
4.54,139.8,2.93,56.0,57.4,407.0,4.26,47.0,1.57,6.7,5.69,177.8,12.82,0.04,5.4,40.0
7.34,91.7,1.83,35.1,52.6,462.0,9.77,45.8,1.99,5.29,1.87,220.2,5.12,3.89,4.2,95.0
4.62,93.3,4.95,44.0,35.8,714.0,9.83,59.6,1.76,6.1,1.23,204.5,4.12,2.47,5.5,95.0
5.2,93.9,4.46,57.6,76.1,381.0,7.17,53.3,0.9,7.98,8.63,230.5,13.16,4.69,4.7,95.0
5.0,127.1,4.55,55.8,35.4,718.0,7.95,32.2,0.72,9.98,3.53,194.8,2.95,1.88,3.3,87.11
5.49,96.8,3.74,42.2,73.7,322.0,8.59,72.5,1.17,4.77,6.89,136.8,7.0,3.2,9.4,95.0
5.02,121.1,1.64,18.3,52.5,761.0,9.82,62.2,1.75,2.54,6.73,179.4,17.62,3.51,3.4,65.65
5.96,106.2,3.27,57.5,25.5,127.0,7.27,59.1,0.74,9.8,8.9,206.7,19.55,1.12,5.9,95.0
5.63,112.9,4.29,59.2,70.0,468.0,8.53,48.6,1.66,3.57,4.9,216.2,9.88,0.07,3.8,95.0
7.95,100.8,1.15,15.2,67.5,325.0,5.15,76.7,1.91,3.36,9.85,112.5,1.32,0.04,1.9,95.0
4.22,133.3,2.98,32.5,69.9,306.0,4.92,20.7,0.71,8.82,4.51,162.3,16.75,2.11,7.2,41.99
4.57,119.3,2.58,37.4,58.3,156.0,8.28,61.9,1.52,9.04,9.44,132.5,8.54,3.13,8.0,77.47
4.21,137.2,1.85,14.6,62.7,577.0,9.54,79.0,0.82,4.03,9.95,215.9,1.97,0.35,6.7,40.0
6.5,118.7,2.51,19.5,74.4,375.0,7.41,55.4,1.99,6.83,1.32,109.8,4.72,2.86,8.0,92.41
4.22,96.2,4.93,36.9,27.7,764.0,7.21,55.6,1.84,7.21,5.34,150.9,5.06,1.98,4.3,95.0
7.35,98.5,3.89,58.2,25.0,599.0,7.43,67.6,1.06,5.71,2.99,116.7,5.69,1.45,1.7,95.0
6.05,139.5,2.2,11.4,27.5,410.0,9.28,21.4,0.57,6.38,5.34,192.5,19.56,2.7,8.9,40.0
6.11,126.3,3.42,55.6,72.2,539.0,8.8,26.9,0.57,4.23,7.29,101.3,14.44,0.19,9.4,93.88
6.25,92.5,1.99,54.9,53.8,146.0,8.81,70.7,1.24,7.36,1.33,217.4,16.36,2.79,5.0,95.0
4.68,125.2,3.44,52.9,30.6,512.0,4.64,59.4,1.94,9.02,8.21,172.0,7.22,1.19,1.4,76.78
4.79,110.6,4.58,28.9,28.5,566.0,8.56,79.0,1.77,8.79,2.37,157.7,14.78,1.3,5.2,95.0
5.28,105.4,3.23,34.5,46.7,174.0,8.61,44.4,1.22,8.33,5.2,151.9,15.63,4.42,3.6,95.0
6.37,97.7,3.93,30.2,68.9,578.0,4.79,46.8,0.82,2.4,5.31,144.9,3.14,2.7,9.3,95.0
4.84,132.0,2.81,57.4,68.3,432.0,6.83,59.8,0.6,7.87,5.79,143.5,5.81,2.85,5.6,57.83
4.47,93.2,3.1,36.1,71.1,436.0,4.59,30.8,1.08,2.48,1.38,232.8,2.71,2.34,9.0,86.63
7.88,104.5,3.78,14.0,66.1,607.0,6.38,37.3,1.72,8.18,4.74,164.4,3.46,3.16,5.5,95.0
4.09,105.3,4.25,23.7,23.7,415.0,7.85,71.6,1.23,3.91,2.38,112.3,19.22,2.92,6.9,94.42
7.21,98.0,3.64,33.1,63.2,264.0,5.31,68.2,1.21,2.24,3.89,165.0,4.88,4.73,7.9,95.0
7.15,115.4,4.91,57.7,51.1,309.0,4.79,54.3,1.21,7.55,1.64,201.9,4.86,4.64,8.4,95.0
5.19,90.6,4.28,38.4,63.6,617.0,7.83,41.5,0.82,5.18,5.57,181.0,16.33,0.8,2.3,95.0
4.54,105.0,4.11,44.8,49.1,150.0,8.96,58.2,1.72,5.96,4.91,217.3,15.68,3.17,7.8,95.0
4.58,136.7,4.38,14.4,49.0,689.0,4.93,30.4,1.63,8.74,5.25,152.6,16.92,0.17,5.3,40.79
6.79,105.5,2.12,53.9,27.6,508.0,9.43,46.0,0.95,4.3,6.28,223.8,1.3,1.67,1.1,95.0
6.57,108.0,2.73,37.0,74.3,609.0,8.42,50.2,0.78,3.51,2.35,194.3,16.42,0.73,9.5,95.0
7.13,113.7,3.26,56.1,42.5,341.0,8.07,47.7,1.68,4.58,9.99,176.9,10.83,3.96,3.2,95.0
7.75,118.1,2.85,32.3,54.9,256.0,4.73,45.1,1.97,6.69,8.14,205.1,10.5,1.09,9.3,95.0
6.77,130.4,4.39,44.2,32.4,663.0,9.58,42.5,0.71,3.02,4.31,111.4,15.0,2.91,4.2,90.29
4.62,99.5,1.11,33.5,42.1,172.0,6.84,54.7,0.74,8.15,7.43,135.6,10.54,0.52,7.9,74.82
4.97,133.6,1.84,17.1,72.2,216.0,7.21,41.5,1.39,8.95,4.29,152.4,10.68,0.53,1.1,40.0
7.37,127.9,4.53,23.6,32.6,299.0,7.08,55.4,1.22,9.2,9.37,185.9,17.04,0.06,3.8,95.0
4.84,126.1,1.24,13.4,32.4,346.0,7.19,51.2,0.73,6.54,9.53,122.2,4.26,0.37,2.3,43.42
4.29,94.3,1.91,32.0,35.6,243.0,8.94,41.2,1.4,9.44,9.98,238.4,8.59,4.97,1.1,69.23
6.81,91.1,2.41,42.5,54.5,739.0,4.59,67.1,0.53,2.22,3.24,232.4,16.07,3.83,6.1,95.0
5.61,119.7,4.0,22.2,51.2,119.0,6.9,22.6,1.24,6.04,2.17,161.1,15.06,0.85,6.6,94.02
7.68,133.2,3.24,34.5,30.5,662.0,7.68,36.2,0.67,5.03,3.57,225.4,16.83,4.75,9.6,76.83
6.6,119.2,4.82,32.9,61.5,388.0,4.71,49.7,1.07,9.82,3.26,222.1,19.37,3.76,7.7,95.0
4.36,100.7,1.91,36.7,74.5,685.0,7.49,74.8,1.97,1.81,5.43,151.7,3.21,0.14,2.2,91.43
7.79,94.5,4.49,19.2,31.9,657.0,7.05,24.3,1.05,4.6,1.33,176.1,1.61,2.89,8.3,95.0
5.03,125.0,2.13,36.7,60.4,185.0,5.34,55.0,1.02,2.47,5.85,105.9,2.06,0.05,1.1,60.6
5.35,126.1,1.98,28.2,55.2,566.0,5.54,30.2,1.15,4.19,2.32,171.6,2.91,3.99,6.3,62.16
5.61,98.6,2.99,24.3,39.7,365.0,4.52,20.7,1.33,8.84,2.8,171.4,4.8,1.35,4.0,95.0
4.2,91.4,1.28,39.3,57.1,675.0,8.23,72.0,0.52,3.03,1.3,216.8,4.5,3.31,7.6,69.13
5.99,110.4,2.54,17.4,32.6,696.0,4.89,72.6,1.72,5.45,7.55,110.3,14.96,0.13,4.0,95.0
4.49,119.1,2.42,55.0,70.0,232.0,8.73,36.5,0.95,2.84,2.22,184.6,5.11,1.58,9.8,85.07
5.6,125.3,1.64,56.7,21.3,435.0,9.34,71.6,1.77,9.81,6.29,215.6,7.54,0.75,2.6,70.27
5.4,130.5,4.44,43.0,54.0,516.0,5.45,42.6,0.71,1.69,8.95,157.9,14.46,1.59,7.6,78.92
7.09,120.5,2.54,25.2,39.1,481.0,5.56,22.8,1.15,8.64,3.54,178.3,9.3,4.07,6.5,91.66
7.21,95.5,4.93,41.3,72.9,276.0,4.74,33.5,1.98,9.39,1.39,191.9,2.97,4.58,8.1,95.0
4.61,124.1,4.6,40.1,50.0,291.0,7.25,59.0,0.79,8.0,5.27,108.8,14.4,4.7,8.2,83.77
5.47,139.2,1.78,29.6,68.1,701.0,9.79,32.4,1.27,4.33,4.5,163.6,16.92,3.97,9.4,40.0
5.49,135.3,3.02,24.4,75.4,123.0,5.46,54.6,0.98,4.58,5.15,132.2,19.39,2.23,8.4,40.67
4.61,133.6,3.41,18.4,40.1,284.0,4.96,31.0,1.47,1.27,1.41,227.9,18.31,1.77,8.2,43.34
7.19,105.1,4.28,20.9,72.8,256.0,7.64,32.5,0.61,2.76,4.36,232.0,9.0,2.95,6.6,95.0
6.83,127.5,4.54,42.7,63.6,359.0,9.14,60.5,1.71,9.37,1.49,207.0,11.25,0.28,1.4,95.0
4.76,132.6,3.5,54.3,26.5,580.0,9.22,72.2,1.46,7.55,9.31,117.5,16.67,4.49,2.3,57.74
5.47,123.9,1.14,29.2,26.2,473.0,6.07,64.9,1.8,5.96,5.38,239.7,7.82,2.52,3.4,59.5
4.42,102.5,2.93,16.1,69.0,478.0,8.72,23.5,1.64,9.91,9.54,107.0,9.96,4.87,2.6,86.12
6.51,137.7,4.54,10.6,48.1,612.0,7.55,75.4,0.71,7.85,2.0,231.1,15.11,0.85,9.7,51.78
4.49,112.5,3.86,30.3,49.7,669.0,8.4,29.6,1.8,6.53,4.33,132.4,4.16,2.85,4.0,95.0
7.94,96.5,4.48,21.6,73.5,212.0,8.06,63.6,1.09,5.66,5.27,130.6,6.68,4.79,5.8,95.0
7.12,95.5,3.7,26.1,74.2,176.0,4.77,63.7,1.24,5.19,9.91,177.8,19.14,1.48,8.2,95.0
5.56,122.4,1.18,22.1,26.8,311.0,6.14,47.1,0.59,8.7,2.17,182.0,2.15,3.31,1.1,56.87
6.31,111.9,4.87,43.2,42.4,679.0,8.58,53.8,0.84,5.34,7.65,170.4,15.47,2.53,7.1,95.0
7.65,94.7,4.67,41.9,73.7,479.0,8.56,25.8,0.94,4.92,9.54,219.8,13.52,4.68,2.5,95.0
6.22,127.0,1.51,55.6,69.2,200.0,4.73,78.4,1.71,3.08,5.76,101.0,7.83,3.22,3.4,68.94
4.7,130.0,1.45,45.0,63.3,215.0,6.77,23.9,1.21,6.74,9.5,140.3,10.91,3.79,9.6,46.71
5.51,126.3,3.16,18.2,26.1,729.0,9.21,74.6,1.05,1.28,3.09,208.8,3.87,2.11,7.4,71.23
7.37,100.1,4.03,47.6,57.3,357.0,8.75,34.9,1.92,3.29,3.59,175.2,15.91,1.91,3.4,95.0
6.58,124.5,2.53,19.1,54.9,279.0,7.49,43.5,0.86,5.73,1.35,121.9,12.09,0.87,8.7,77.48
6.6,90.5,1.55,37.9,30.0,586.0,5.24,65.5,1.22,3.79,6.48,162.2,19.32,1.34,2.8,88.18
7.47,105.3,3.04,13.9,66.4,703.0,5.95,72.7,0.89,5.63,6.16,106.7,11.06,1.77,3.3,95.0
7.58,109.9,2.35,12.4,38.7,410.0,7.92,61.7,0.85,3.13,6.89,127.0,16.73,1.4,7.8,95.0
7.68,131.8,2.41,33.2,57.2,654.0,8.69,27.3,1.83,8.73,8.88,192.6,3.85,2.92,3.7,74.79
4.38,109.5,3.58,15.2,41.7,401.0,7.68,41.1,1.34,2.0,6.21,122.7,3.77,1.23,4.7,89.0
6.18,90.6,4.54,25.3,25.1,584.0,6.37,56.6,0.5,2.99,2.53,176.2,9.11,0.73,4.1,95.0
6.96,107.6,3.23,26.9,51.5,502.0,7.46,79.2,0.72,5.17,1.27,175.5,15.33,4.02,5.2,95.0
7.03,114.9,3.75,48.5,38.4,726.0,4.02,44.3,1.82,4.95,1.52,115.5,14.86,2.2,5.2,95.0
6.43,137.5,3.64,26.6,24.3,328.0,8.41,38.2,0.59,7.05,6.65,230.7,16.61,2.91,3.7,40.78
4.67,137.1,3.2,34.7,31.9,639.0,9.06,36.8,1.84,7.36,7.33,187.0,1.24,2.96,4.8,40.0
7.19,99.0,2.24,48.6,57.1,579.0,4.28,71.2,0.81,6.91,3.69,214.9,8.19,4.36,1.7,95.0
6.88,99.3,2.51,20.2,26.1,687.0,6.4,30.2,1.97,6.74,8.02,175.0,16.32,2.87,3.2,95.0
4.34,98.2,2.26,50.2,25.2,525.0,9.09,58.7,1.44,5.05,3.95,205.5,17.68,1.35,3.2,86.8
5.86,129.4,4.67,51.6,76.6,422.0,7.58,70.9,1.97,5.02,6.89,174.8,16.05,4.97,9.8,92.97
4.7,90.3,4.31,59.4,26.5,135.0,6.9,71.2,1.27,1.8,9.16,171.3,10.72,0.59,7.6,95.0
5.35,96.4,3.32,32.2,42.6,688.0,4.52,27.8,1.67,1.02,2.76,124.4,17.62,4.33,4.0,95.0
4.07,116.9,4.65,28.5,28.0,737.0,8.42,67.6,0.91,8.69,8.53,104.5,13.9,3.54,7.5,93.91
5.6,102.4,4.55,45.1,76.4,415.0,8.14,75.2,0.73,1.09,1.08,133.8,16.01,0.61,9.3,95.0
6.2,94.6,4.71,12.9,48.9,256.0,7.54,67.0,0.66,9.16,8.05,125.8,10.38,1.7,3.0,95.0
6.48,108.0,1.89,12.0,26.7,553.0,4.36,62.1,1.0,2.88,3.25,192.9,17.09,4.83,7.4,87.26
6.65,103.7,3.87,26.7,66.1,185.0,7.86,51.0,1.08,6.05,1.08,126.6,3.99,3.57,9.9,95.0
7.35,115.6,3.44,46.5,66.8,129.0,4.31,66.1,0.98,9.38,1.11,118.0,3.56,4.11,4.1,95.0
4.86,139.0,3.94,15.8,74.1,303.0,8.93,54.6,1.94,4.43,5.05,219.9,2.65,1.14,9.7,40.0
4.48,96.2,2.05,41.8,62.3,576.0,9.22,44.5,0.71,8.24,2.0,142.7,10.84,0.58,2.2,85.13
7.41,108.6,3.78,23.5,23.3,670.0,7.19,49.6,0.8,6.21,5.51,219.6,6.76,4.82,6.0,95.0
4.63,136.6,2.64,42.6,53.0,210.0,9.09,59.3,0.81,4.87,8.33,212.3,7.03,2.61,9.4,40.0
7.9,133.8,4.34,32.8,43.0,762.0,6.4,53.5,1.6,2.45,6.63,214.9,2.86,0.63,6.4,88.47
7.37,109.7,4.18,15.8,64.9,486.0,5.74,60.1,1.5,2.53,8.01,125.1,8.37,2.93,5.3,95.0
6.0,124.9,1.85,22.4,55.5,748.0,6.9,78.9,0.77,3.8,5.75,103.5,2.91,3.8,4.8,68.87
7.93,94.4,1.74,21.0,63.5,205.0,7.35,35.7,0.54,9.06,6.93,144.2,17.21,1.02,3.6,95.0
4.39,125.6,3.87,18.2,30.8,421.0,8.6,79.7,0.56,2.66,6.6,215.2,3.3,0.44,4.0,66.45
5.21,138.6,3.2,33.4,46.2,402.0,7.61,23.2,0.86,8.06,2.53,237.8,10.76,4.05,7.0,40.0
6.55,116.9,3.23,57.7,45.9,388.0,9.14,56.5,1.63,1.98,4.54,166.7,15.8,3.18,4.2,95.0
5.4,114.9,4.01,42.9,78.9,752.0,9.61,76.0,1.85,8.32,7.26,124.1,11.71,0.25,1.6,95.0
7.71,99.4,4.42,51.8,21.1,695.0,7.13,26.1,1.85,1.62,7.33,134.8,3.07,1.06,2.5,95.0
4.26,121.7,1.96,59.1,69.0,656.0,8.31,79.4,1.15,3.0,2.78,220.1,8.39,2.88,2.7,76.56
6.2,119.5,3.22,37.0,25.8,300.0,6.89,75.1,1.73,3.08,6.05,116.0,18.14,4.83,5.5,92.21
6.36,122.6,4.32,21.9,24.8,337.0,9.44,71.2,1.58,8.41,1.85,146.4,7.41,0.99,8.4,95.0
6.61,91.3,4.49,56.4,39.7,282.0,4.18,51.6,0.61,6.29,7.83,217.1,11.4,1.01,6.2,95.0
5.02,117.4,2.15,44.9,62.0,655.0,8.31,32.8,1.88,6.74,7.52,138.4,13.06,2.63,1.1,87.75
5.46,119.7,1.42,57.9,60.7,375.0,6.98,25.4,1.31,8.37,7.94,178.0,4.5,4.5,7.0,82.67
7.37,100.4,1.93,42.6,57.7,785.0,4.37,23.9,1.19,7.86,2.13,136.2,19.27,4.98,5.5,95.0
4.78,100.4,4.78,48.8,66.5,355.0,8.47,55.3,1.38,1.15,3.85,108.3,14.41,0.13,1.1,95.0
7.31,103.8,2.85,54.5,33.9,219.0,6.36,62.1,0.77,3.85,3.81,147.6,11.99,3.3,4.4,95.0
6.25,125.6,2.67,48.0,58.0,751.0,7.16,33.2,0.74,3.56,2.52,102.2,5.52,0.7,1.4,86.98
7.05,120.3,1.05,38.1,58.3,648.0,8.28,49.4,1.15,8.2,1.37,228.6,5.39,1.46,7.7,85.05
6.85,132.3,1.2,33.6,59.3,508.0,5.51,51.7,1.36,1.09,7.14,121.5,6.51,0.06,1.8,49.45
4.83,104.8,3.67,51.2,55.7,701.0,5.73,73.8,0.59,1.16,6.35,185.9,17.76,2.05,1.3,95.0
6.28,135.6,3.36,48.6,33.3,765.0,6.14,27.6,0.63,2.8,4.46,234.0,14.9,2.97,8.9,58.72
7.47,127.2,3.3,28.3,74.9,703.0,8.49,67.9,1.91,3.09,4.27,228.9,18.91,0.04,8.3,95.0
5.73,109.8,1.44,34.9,78.6,733.0,9.89,66.3,1.04,2.49,3.65,115.0,18.86,2.23,2.8,93.27
7.87,94.8,2.41,41.7,61.4,290.0,6.18,60.9,0.66,1.77,2.03,204.8,13.26,1.59,6.5,95.0
5.81,102.8,4.25,11.4,46.6,458.0,7.66,34.9,0.72,6.95,3.71,156.7,15.8,0.03,9.4,95.0
4.57,137.8,1.7,22.4,52.2,657.0,5.94,23.1,1.09,2.42,6.17,111.4,16.29,2.44,2.9,40.0
5.56,105.5,4.53,22.5,26.5,468.0,9.26,67.0,1.77,6.73,1.15,196.8,12.08,4.02,5.4,95.0
7.81,106.5,1.49,54.2,41.8,549.0,9.61,53.6,1.02,5.13,2.39,229.0,3.41,4.66,5.5,95.0
5.28,99.5,1.68,26.6,78.6,746.0,5.14,57.7,1.6,8.74,5.21,127.7,2.75,3.69,9.4,91.9
7.47,130.3,2.91,37.3,52.9,307.0,7.92,71.1,0.94,3.42,2.73,118.4,6.38,3.84,8.7,78.25
7.53,103.8,4.78,51.6,53.6,478.0,9.44,27.9,1.17,9.87,2.65,141.4,7.41,3.74,5.1,95.0
5.4,106.5,2.32,23.0,77.2,494.0,6.85,32.4,0.87,6.0,4.16,121.8,12.7,1.21,7.5,93.0
4.33,110.7,3.63,16.2,73.2,352.0,6.01,45.3,1.6,9.69,4.38,127.2,6.5,1.79,5.3,88.46
6.9,111.7,3.35,57.4,54.1,358.0,9.43,41.2,1.68,6.85,3.29,157.5,5.28,2.21,2.7,95.0
5.25,110.6,1.6,45.2,36.1,638.0,5.55,77.0,1.19,3.15,2.2,115.7,5.72,1.11,2.8,90.41
7.13,115.2,1.99,18.9,27.0,751.0,5.24,39.1,1.57,3.7,5.68,112.2,2.58,1.75,5.8,95.0
5.77,130.7,4.72,51.0,71.8,544.0,9.28,74.0,0.98,2.43,6.1,163.5,9.51,3.31,9.0,88.72
5.94,131.0,1.74,49.4,75.2,442.0,7.8,51.9,1.19,4.84,4.05,155.7,5.95,0.92,8.9,60.96
7.11,129.9,3.78,51.9,49.7,625.0,5.11,25.8,1.81,3.96,8.78,204.8,3.82,0.11,1.1,93.01
5.53,95.1,4.86,23.8,25.7,798.0,7.86,60.4,0.57,3.25,8.71,206.9,16.13,2.65,3.4,95.0
5.77,130.0,1.48,32.4,56.4,158.0,9.26,64.8,1.19,2.81,9.8,172.5,13.11,3.32,8.8,48.69
5.5,96.0,2.6,44.7,42.0,556.0,4.54,29.8,0.58,8.53,5.8,219.6,7.66,2.17,7.4,95.0
5.47,96.2,1.9,29.5,29.5,489.0,5.54,45.2,1.15,8.55,7.01,113.2,9.34,1.57,4.8,87.36
6.1,137.4,1.89,13.5,75.1,527.0,7.63,28.9,1.28,5.88,9.79,116.3,6.36,4.21,8.1,40.0
7.24,131.0,1.48,16.8,34.4,116.0,4.69,30.6,1.63,6.46,8.86,163.1,19.82,3.54,2.1,46.27
5.45,117.6,3.6,39.9,62.7,769.0,9.43,61.3,0.96,4.78,8.12,232.1,5.58,2.79,3.2,95.0
6.1,133.7,3.99,28.8,45.8,160.0,7.56,49.7,1.67,6.63,8.61,174.2,12.12,2.13,7.6,59.77
6.68,139.5,3.71,10.3,69.7,315.0,7.51,21.9,0.59,8.09,6.52,154.1,19.35,3.53,9.6,40.0
5.08,120.5,4.7,48.3,62.1,309.0,4.34,76.1,0.84,5.41,8.95,127.7,14.5,4.51,7.5,95.0
5.11,120.6,1.58,30.8,27.4,613.0,6.53,61.4,1.41,8.12,8.87,236.3,18.33,2.42,2.1,70.48
7.73,127.7,2.28,25.7,47.0,570.0,5.17,23.2,0.51,9.03,6.35,148.5,7.65,2.88,9.3,79.19
6.89,101.6,2.38,45.7,35.6,143.0,8.85,63.2,1.46,9.91,4.13,138.1,7.85,3.27,1.9,95.0
6.31,98.4,1.93,32.8,62.8,205.0,6.02,70.3,1.58,9.68,5.46,153.1,12.55,2.3,6.7,95.0
6.59,128.0,1.57,44.7,52.7,323.0,6.42,44.3,1.76,3.24,1.03,187.7,7.32,2.48,3.8,66.86
4.12,107.2,2.95,10.7,40.4,593.0,7.84,65.3,1.64,6.5,9.72,108.6,11.71,0.21,6.4,84.17
6.47,96.8,4.34,10.5,39.8,750.0,8.3,37.4,1.9,4.21,3.99,116.2,19.87,4.61,5.7,95.0
6.04,105.7,4.82,38.0,26.9,321.0,8.74,27.3,1.3,7.3,5.71,238.4,16.68,4.74,6.6,95.0
6.18,107.9,1.52,59.1,32.8,468.0,5.05,78.2,1.61,2.8,8.53,151.8,13.55,4.67,2.5,95.0
5.44,138.3,4.29,23.6,62.8,361.0,5.58,20.3,1.72,3.49,2.54,179.4,2.07,0.32,7.2,43.93
4.33,124.9,4.3,44.1,56.6,504.0,4.55,51.4,1.45,9.72,9.15,151.9,12.68,0.01,3.1,85.38
4.77,116.5,2.56,18.6,41.3,540.0,9.14,25.9,1.9,6.46,2.53,100.6,3.93,0.3,8.7,80.09
7.8,138.4,1.44,25.6,70.2,463.0,5.89,55.8,1.21,2.8,1.99,205.2,10.18,2.85,6.5,40.0
5.63,135.2,4.96,13.9,49.1,372.0,4.76,20.3,0.84,4.54,7.41,167.1,1.38,2.12,3.6,54.72
5.87,115.6,3.62,54.0,67.7,716.0,5.87,23.7,0.9,4.22,4.63,168.0,6.96,4.96,2.4,95.0
4.21,135.3,4.93,25.5,66.9,661.0,4.34,62.3,1.04,3.09,4.22,172.5,19.31,3.92,1.8,46.74
4.15,110.2,2.93,21.5,70.9,799.0,9.02,68.6,1.6,1.53,5.08,128.0,8.62,3.36,3.4,86.79
6.87,101.5,2.58,46.5,71.0,389.0,5.72,67.6,1.33,9.81,4.84,215.6,15.64,0.64,5.3,95.0
6.15,101.6,1.99,20.0,60.7,127.0,6.1,30.4,1.9,4.34,1.6,212.5,14.96,1.91,5.2,94.46
6.03,123.1,4.93,22.0,65.0,556.0,9.64,20.3,1.85,5.91,1.37,135.8,8.37,4.38,6.2,95.0
4.97,115.1,2.01,15.2,66.6,648.0,5.14,65.0,1.19,4.64,4.76,217.0,13.75,3.65,1.2,77.99
6.98,122.9,1.1,58.1,30.1,756.0,5.22,31.0,1.09,7.38,1.84,232.7,2.09,0.14,6.1,88.31
4.67,124.3,3.05,22.4,38.0,107.0,7.36,39.1,1.96,7.72,3.09,102.0,13.82,1.6,6.3,64.8
4.76,91.1,2.51,59.8,26.3,716.0,9.83,36.5,1.22,9.1,8.68,193.7,17.37,3.17,2.4,89.56
5.84,92.7,2.05,18.8,31.4,462.0,9.41,75.9,1.99,3.88,3.33,201.6,3.33,2.62,7.8,83.48
